Name,Address,City,State,Zip Code,Phone,Facility Type,License Type,Capacity,Ages,Current Subsidy Provider
Gloucester Family YMCA,6898 Main Street,GLOUCESTER,VA,23061,(804) 993-4922,Child Day Center,Two Year,28,4 years 9 months - 12 years 11 months,No
Gloucester Learning Center - Hayes,2475 Hayes Road,HAYES,VA,23072,(804) 642-2000,Child Day Center,Two Year,99,1 month - 12 years 11 months,Yes
Gloucester Montessori School,8381 George Washington Memorial Hwy,GLOUCESTER,VA,23061,(804) 693-6455,Child Day Center,Two Year,57,16 months - 12 years 11 months,No
Goddard School - Ashburn,45091 Research Place,ASHBURN,VA,20147,(703) 724-0601,Child Day Center,Two Year,190,1 month - 12 years 11 months,Yes
Goddard School,2189 McComas Way,VA BEACH,VA,23456,(757) 563-2500,Child Day Center,Two Year,190,1 month - 12 years 11 months,No
Goddard School - Leesburg,"601 Tavistock Drive, SE",LEESBURG,VA,20175,(703) 443-6766,Child Day Center,Two Year,169,1 month - 12 years 11 months,Yes
Goddard School - Rivers Bend,13036 Rivers Bend Boulevard,CHESTER,VA,23836,(804) 530-0096,Child Day Center,Two Year,286,1 month - 12 years 11 months,Yes
Golden Care Child Care Center,1820 W Queen Street,HAMPTON,VA,23666,(757) 224-5664,Child Day Center,Two Year,56,Birth - 12 years 11 months,Yes
Golden Path Academy,"21631 Ridgetop Circle
Suite 150",STERLING,VA,20166,(571) 349-9277,Child Day Center,Two Year,202,1 month - 12 years 11 months,Yes
Golden Pond School,43940 Farmwell Hunt Plaza,ASHBURN,VA,20147,(703) 723-7663,Child Day Center,Two Year,255,23 months - 10 years,No
Good Shepherd School,37018 Glendale Street,PURCELLVILLE,VA,20134,(540) 571-8177,Child Day Center,Two Year,30,3 years - 7 years 11 months,No
Gordon Barbour Child Care Program - Orange County Government,"500 W. Baker Street
Gordon Barbour Elementary School",GORDONSVILLE,VA,22942,(540) 832-5401,Child Day Center,Two Year,50,4 years 8 months - 12 years 11 months,Yes
Grace A Child USA,602 13th Street,RADFORD,VA,24141,(540) 831-7222,Child Day Center,Conditional,148,1 month - 12 years 11 months,Yes
Grace Children's Learning Center,9750 Wellington Road,MANASSAS,VA,20110-6086,(703) 393-2345,Child Day Center,Two Year,150,1 month - 10 years 11 months,Yes
Grace Montessori School,6507 Main St,THE PLAINS,VA,20198,(540) 253-5177 (105),Child Day Center,Conditional,58,1 year 6 months - 6 years 11 months,Yes
Grace-A-Child USA / Graceway Ministries,125 Scattergood Drive,CHRISTIANSBURG,VA,24073,(540) 382-9591,Child Day Center,Two Year,146,1 month - 12 years 11 months,Yes
Grand Kids Child Care,3152 Hickory Fork Road,GLOUCESTER,VA,23061,(804) 693-2660,Child Day Center,Two Year,96,1 month - 12 years 11 months,Yes
Grasshopper Green Preschool,100 W. Washington Street,STRASBURG,VA,22657,(540) 465-4226,Child Day Center,Two Year,25,3 years - 5 years 11 months,No
Grasshopper Green and Kenwood School,4955 Sunset Lane,ANNANDALE,VA,22003,(703) 256-4711,Child Day Center,Two Year,218,2 years - 12 years 11 months,No
Great Beginnings Early Learning Center,618 N. Washington Street,ALEXANDRIA,VA,22314,(703) 224-2599,Child Day Center,Two Year,93,1 month - 6 years 11 months,Yes
Great Bridge Child Care-Albemarle,520 Albemarle Drive,CHESAPEAKE,VA,23322,(757) 547-4344,Child Day Center,Two Year,124,1 year 4 months - 11 years 11 months,Yes
Great Bridge Child Care-Mt. Pleasant,701 Fentress Road,CHESAPEAKE,VA,23322,(757) 482-7404,Child Day Center,Two Year,137,2 years 6 months - 11 years,Yes
Great Bridge Children's Center,253 Fresno Drive,CHESAPEAKE,VA,23322,(757) 482-1385,Child Day Center,Two Year,91,1 month - 12 years 11 months,No
Great Bridge KinderCare #1267,929 Cedar Rd.,CHESAPEAKE,VA,23322,(757) 436-4747,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Great Bridge Preschool,201 Stadium Drive,CHESAPEAKE,VA,23320,(757) 482-9788,Child Day Center,Two Year,157,1 month - 6 years,No
Great Day Learning Center,11155 N. Shore Drive,RESTON,VA,20190,(703) 787-6900,Child Day Center,Two Year,120,Birth - 12 years 11 months,Yes
Great Falls Village Green Day School,790 Walker Road,GREAT FALLS,VA,22066,(703) 759-4049,Child Day Center,Two Year,150,3 months - 12 years 11 months,No
Great Neck Preschool,2225 Rosehall Drive,VA. BEACH,VA,23454,(757) 481-9217,Child Day Center,Two Year,120,2 years - 5 years 11 months,No
Great Things Christian Childcare Center,1069 N. George Washington Highway,CHESAPEAKE,VA,23323,(757) 606-2098,Child Day Center,Two Year,57,1 month - 12 years 6 months,Yes
Greater Hope Learning Center,2001 Ginter Street,RICHMOND,VA,23228,(804) 562-0127,Child Day Center,Two Year,32,1 year 6 months - 12 years 11 months,Yes
Greater Mt Vernon Com Head Start - Gum Springs Children's Center,8100 Fordson Road,ALEXANDRIA,VA,22306,(703) 799-5760,Child Day Center,Two Year,158,3 years - 5 years,No
Greater Mt. Vernon Community Head Start-Gum Springs Glen,7839 Richmond Highway,ALEXANDRIA,VA,22306,(703) 799-3461,Child Day Center,Two Year,76,1 month - 3 years 11 months,No
Greater Works,168 Commerce Drive,DENDRON,VA,23839,(757) 294-3173,Child Day Center,Two Year,35,1 year 4 months - 12 years 11 months,Yes
Green Hedges School,415 Windover Avenue,VIENNA,VA,22180,(703) 938-8323,Child Day Center,Two Year,60,3 years - 12 years 11 months,No
Greenbrier KinderCare #1288,725 Greenbrier Parkway,CHESAPEAKE,VA,23320,(757) 436-4672,Child Day Center,Two Year,150,1 month - 12 years 11 months,Yes
Greenbrier Manor School,700 Warrington Square,CHESAPEAKE,VA,23320,(757) 548-9292,Child Day Center,Two Year,167,2 years - 10 years 11 months,No
Greenbrier Montessori School,1100 Greenbrier Parkway,CHESAPEAKE,VA,23320,(757) 549-8584,Child Day Center,Two Year,65,2 years - 12 years 11 months,Yes
Greene County Child Care Center,204 New Life Drive,RUCKERSVILLE,VA,22968,(434) 985-7852,Child Day Center,Two Year,115,1 year 4 months - 12 years 11 months,Yes
Greentree Christian Preschool,7600 Ox Road,FAIRFAX STATION,VA,22039,(703) 425-3715,Child Day Center,Two Year,200,1 year 5 months - 12 years 11 months,No
Greenvale Head Start Child Development Center,627 Westwood Blvd. NW,ROANOKE,VA,24017,(540) 342-4617,Child Day Center,Conditional,150,1 month - 5 years 11 months,Yes
Greenwood Country Day School,3704 Brandermill Parkway,MIDLIOTHIAN,VA,23112,(804) 744-5200,Child Day Center,Two Year,99,1 year 3 months - 12 years 11 months,No
Greenwood School Age Program,13460 Woodside Lane,NEWPORT NEWS,VA,23608,(757) 886-7909,Child Day Center,Two Year,"6:00am-9:00am - 3:30P-6:30P, Monday - Friday",120,Yes
"Griffin Yeates Center Head Start, Operated by York County",1490 Government Road,WILLIAMSBURG,VA,23185,(757) 890-3888,Child Day Center,Two Year,75,3 years - 5 years 11 months,No
Groomed for Greatness Learning Center,3624 Sewells Point Road,NORFOLK,VA,23513,(757) 963-5044,Child Day Center,Provisional,17,12 months - 5 years,Yes
Groomed for Greatness Learning Center II,5038 East Princess Anne Road,NORFOLK,VA,23502,(757) 222-5404,Child Day Center,Conditional,62,1 month - 12 years,Yes
Grow and Blossom Preschool Center,6315 Beulah St.,ALEXANDRIA,VA,22310,(571) 236-5153,Child Day Center,Two Year,45,2 years 6 months - 12 years 11 months,Yes
Growing As One Christian Learning Center,13780 Warwick Boulevard,NEWPORT NEWS,VA,23602,(757) 575-9996,Child Day Center,Conditional,24,12 months - 10 years 11 months,Yes
Growing Kids Academy,9807 Jefferson Davis Highway,FREDERICKSBURG,VA,22407,(540) 834-0060,Child Day Center,Two Year,240,1 month - 12 years 11 months,Yes
Growing Up at Obici,2802 Godwin Boulevard,SUFFOLK,VA,23434,(757) 934-4022,Child Day Center,Two Year,120,1 month - 12 years,No
Growing Years Daycare,2102 (A&B) Hardy Road,VINTON,VA,24179,(540) 890-2400,Child Day Center,Two Year,32,1 month - 12 years 11 months,Yes
Grymes Memorial School Inc.,13775 Spicers Mill Road,ORANGE,VA,22960,(540) 672-1010,Child Day Center,Two Year,20,3 years - 6 years 11 months,No
Guidepost Montessori at Aldie,24328 Marrwood Dr,ALDIE,VA,20105,(703) 542-5522,Child Day Center,Conditional,450,3 months - 12 years 11 months,No
Guidepost Montessori at Broadlands,42945 Waxpool Rd,ASHBURN,VA,20148,(703) 723-3364,Child Day Center,Conditional,300,16 months - 12 years 11 months,No
Guidepost Montessori at Chantilly,4550 Walney Rd,CHANTILLY,VA,20151,(571) 321-0364,Child Day Center,Conditional,337,16 months - 12 years 11 months,No
Guidepost Montessori at Fairfax,3909 Oak St,FAIRFAX,VA,22030,(703) 934-0920,Child Day Center,Conditional,52,3 years - 6 years 11 months,No
Guidepost Montessori at Herndon,13251 Woodland Park Rd,HERNDON,VA,20171,(517) 203-8686,Child Day Center,Conditional,150,16 months - 12 years 11 months,No
Guidepost Montessori at Reston,11579 Cedar Chase Rd,HERNDON,VA,20170,(571) 203-8686,Child Day Center,Conditional,160,16 months - 12 years 11 months,No
HANDS Daycare,14301 Braddock Road,CENTREVILLE,VA,20120,(703) 309-2286,Child Day Center,Two Year,70,6 months - 12 years 11 months,Yes
HRCAP A Child's World Head Start/Early Head Start Center,600 Ridley Circle,NEWPORT NEWS,VA,23607,(757) 247-0149,Child Day Center,Two Year,100,1 month - 5 years 11 months,No
HRCAP Aberdeen PreK Initiative,1424 Aberdeen Road,HAMPTON,VA,23666,(757) 262-3104,Child Day Center,Two Year,"7:00 a.m. - 3:00 p.m., Monday - Friday",50,No
HRCAP Ayers Head Start Center,14357 Deloice Crescent,NEWPORT NEWS,VA,23602,(757) 833-7700,Child Day Center,Two Year,72,2 years 11 months - 5 years 11 months,Yes
HRCAP Calvert Square Head Start,975 Bagnall Road,NORFOLK,VA,23504,(757) 321-4922,Child Day Center,Two Year,43,2 years 11 months - 5 years,No
HRCAP Clark Head Start Center,392 Maple Avenue,NEWPORT NEWS,VA,23607,(757) 706-3685,Child Day Center,Two Year,15,2 years 11 months - 5 years 11 months,No
HRCAP Denbigh Head Start Center,14302 Old Courthouse Way,NEWPORT NEWS,VA,23602,(757) 283-6890,Child Day Center,Two Year,54,2 years 11 months - 5 years 11 months,No
"HRCAP Grandy Village Head Start, Operated by HRCAP, Inc.",2971 Kimball Circle,NORFOLK,VA,23504,(757) 246-9170,Child Day Center,Two Year,53,2 years 11 months - 5 years 11 months,Yes
HRCAP Hampton Avenue Head Start,610 Hampton Avenue,NEWPORT NEWS,VA,23607,(757) 246-9170,Child Day Center,Two Year,140,Birth - 5 years 11 months,No
HRCAP Mallory Head Start Center,331 Big Bethel Road,HAMPTON,VA,23666,(757) 224-6056,Child Day Center,Two Year,160,2 years 11 months - 5 years 11 months,Yes
HRCAP St. Mary's Head Start,921 Holt Street,NORFOLK,VA,23504,(757) 246-9170,Child Day Center,Two Year,100,2 years 11 months - 5 years 11 months,Yes
HRCAP Tiny People's Progress Head Start Center,612 16th Street,NEWPORT NEWS,VA,23607,(757) 380-1644,Child Day Center,Two Year,20,2 years 11 months - 5 years 11 months,No
HRCAP Wellington Oaks Head Start,1247 Bunsen Court,NORFOLK,VA,23513,(757) 246-9170,Child Day Center,Two Year,68,2 years 11 months - 5 years 11 months,Yes
Hallwood Head Start,28281 Main Street,HALLWOOD,VA,23359,(757) 854-1800,Child Day Center,Two Year,82,3 years - 5 years,No
Hampton Family YMCA,1 YMCA Way,HAMPTON,VA,23669,(757) 722-9044,Child Day Center,Two Year,260,4 years 9 months - 12 years 11 months,Yes
Hampton Roads Academy,739 Academy Lane,NEWPORT NEWS,VA,23602,(757) 884-9117,Child Day Center,Two Year,200,3 years - 12 years 11 months,No
Hampton Roads International Montessori School,"11790 Jefferson Avenue, Suite 200",NEWPORT NEWS,VA,23606,(757) 873-8950,Child Day Center,Two Year,205,1 year 4 months - 12 years 11 months,No
Hampton University Child Development Center,"137 William R. Harvey Way
Hampton University
Eva C. Mitchell Hall",HAMPTON,VA,23668,(757) 727-5698,Child Day Center,Two Year,76,2 years 6 months - 5 years 11 months,Yes
Hanover Academy,117 Frances Road,ASHLAND,VA,23005,(804) 798-8413,Child Day Center,Two Year,110,2 years - 12 years 11 months,Yes
Happy Daycare Early Learning Center,7441 Tidewater Drive,NORFOLK,VA,23505,(757) 588-0017,Child Day Center,Two Year,35,1 month - 12 years 11 months,Yes
Happy Daycare Early Learning Center II,2548 Virginia Beach Boulevard,VIRGINIA BEACH,VA,23452,(757) 309-2288,Child Day Center,Two Year,71,1 month - 12 years,Yes
"Happy Faces Daycare, Inc.",13923 Braddock Road,CENTREVILLE,VA,20120,(703) 830-1200,Child Day Center,Two Year,84,1 month - 12 years 11 months,No
Happy Feet Early Learning and Child Center,37 Ellsworth Street,MARTINSVILLE,VA,24112,(276) 403-4183,Child Day Center,Two Year,39,1 month - 12 years 11 months,Yes
"Happy Hearts Child Care Center, LLC",711 Orby Cantrell Hwy,BIG STONE GAP,VA,24219,(276) 523-4221,Child Day Center,Two Year,33,Birth - 12 years 11 months,Yes
Happy Hearts Children's Center,2730 Centreville Road,HERNDON,VA,20171,(703) 793-3880,Child Day Center,Two Year,80,1 month - 12 years 11 months,Yes
Happy Home Christian Leadership Academy for Early Learners Inc,"5001 Seminary Road
Suite 109",ALEXANDRIA,VA,22311,(703) 931-1051,Child Day Center,Two Year,53,1 year - 6 years 11 months,Yes
"Happy Hours Day Care, LLC.",325 Nutley Street,VIENNA,VA,22180,(703) 281-6618,Child Day Center,Two Year,45,Birth - 12 years 11 months,Yes
Happyland Day Care,1227 Translyvania Avenue,CHESAPEAKE,VA,23324,(757) 543-3239,Child Day Center,Two Year,75,2 years 6 months - 10 years 11 months,Yes
Hardy Elem. School-Age Child Care,9311 Hardy Circle,SMITHFIELD,VA,23430,(757) 357-9622,Child Day Center,Two Year,"6:30 am, 3: 45 pm - 8:45 am, 6:00 pm, Monday - Friday",75,No
Hare Valley Head Start,5432 Bayside Road,EXMORE,VA,23350,(757) 442-0900,Child Day Center,Two Year,100,3 years - 5 years 11 months,No
Harrisonburg Rockingham Child Day Care Center,281 East Market Street,HARRISONBURG,VA,22801,(540) 434-5268,Child Day Center,Two Year,111,2 years - 12 years 11 months,Yes
Harvest Child Care Center/BEVC,1017 W. Washington Street,PETERSBURG,VA,23803,(804) 861-2850,Child Day Center,Two Year,162,Birth - 12 years 11 months,Yes
Harvest of Little Seeds Daycare,8197 Courthouse Road,LOUISA,VA,23093,(434) 806-7605,Child Day Center,Two Year,18,2 years - 12 years 11 months,Yes
Hatched LLC,516B Albemarle Drive,CHESAPEAKE,VA,23322,(757) 410-5704,Child Day Center,Two Year,25,1 month - 12 years 11 months,No
Hatcher Child Development Center,2300 Dumbarton Road,HENRICO,VA,23228,(804) 262-6002,Child Day Center,Two Year,175,1 month - 12 years 11 months,Yes
"Hawthorne Preschool Academy, LLC","1600 South Franklin Street
Calvary United Methodist Church",CHRISTIANSBURG,VA,24073,(540) 585-1575,Child Day Center,Two Year,20,1 year 5 months - 5 years 11 months,No
Haygood KinderCare #940,4621 Crossborough Rd.,VIRGINIA BEACH,VA,23455,(757) 499-9343,Child Day Center,Two Year,99,1 month - 12 years 11 months,Yes
Haymarket Children's Academy,6800 Piedmont Center Plaza,GAINESVILLE,VA,20155,(571) 261-2020,Child Day Center,Two Year,326,1 month - 12 years 11 months,No
Haysi Head Start Center,183 Main Street,HAYSI,VA,24256,(276) 679-0518 (149),Child Day Center,Two Year,20,2 years 6 months - 5 years 11 months,No
Hazelwild Country Day School,5325 Harrison Road,FREDERICKSBURG,VA,22407,(540) 891-8751,Child Day Center,Two Year,300,2 years - 12 years 11 months,No
Head Start at James River,8901 Pocahontas Trail,WILLIAMSBURG,VA,23185,(757) 887-1768,Child Day Center,Two Year,"7:30 am - 4:30 pm, Monday - Friday",40,No
Head Start at Norge,7311 Richmond Road,WILLIAMSBURG,VA,23188,(757) 564-3372,Child Day Center,Two Year,40,3 years - 5 years 11 months,No
"Heart n Hand Early Learning Center LLC, Linda Naughton",75 Hampton Blvd.,CHRISTIANSBURG,VA,24073,(540) 382-1085,Child Day Center,Two Year,50,1 month - 12 years 11 months,Yes
Hearthstone School,11576 Lee Highway,SPERRYVILLE,VA,22740,(540) 987-9212,Child Day Center,Two Year,22,3 years - 6 years 11 months,No
"Heather's Kids, LLC",5 North Berlin,LOVETTSVILLE,VA,20180,(540) 822-5925,Child Day Center,Two Year,35,1 month - 12 years 11 months,No
"Heaven Sent Child Care, LLC",4897 Finlay Street,RICHMOND,VA,23231,(804) 562-0634,Child Day Center,Two Year,60,1 month - 12 years 11 months,Yes
Heavenly Hands Early Learning Center,2800 Hill Street,LYNCHBURG,VA,24501,(434) 386-8082,Child Day Center,Two Year,49,Birth - 12 years 11 months,Yes
Heavenly Playhouse Childcare Center,10613 Patterson Avenue,HENRICO,VA,23238,(804) 912-1698,Child Day Center,Two Year,97,1 month - 12 years 11 months,Yes
Helping Hands Child Development Center,1003 Neathery Lane,DANVILLE,VA,24541,(434) 793-0040,Child Day Center,Two Year,87,1 month - 12 years 11 months,Yes
Henrico Police Athletic League - Harvie,3401 Harvie Road,HENRICO,VA,23223,(804) 690-1588,Child Day Center,Two Year,"2:00pm to 6:00pm (school year) - 7:45am to 5:30pm (summer), Monday - Friday",150,No
Henrico Education Foundation - Greenwood,10960 Greenwood Road,GLEN ALLEN,VA,23059,(804) 309-9287,Child Day Center,Conditional,"7:00am - 6:00pm, Monday - Friday",200,No
Henrico Education Foundation - Shady Grove,12200 Wyndham Lake Drive,GLEN ALLEN,VA,23059,(804) 298-8856 (5),Child Day Center,Conditional,"2:00 pm - 6:00 pm, Monday - Friday",200,No
Henrico Police Athletic League - Baker,6651 Willson Road,HENRICO,VA,23231,(804) 305-1816,Child Day Center,Two Year,"2:00 p. m. - 6:00 p. m., Monday - Friday",140,No
Henry YMCA After School Program,200 Henry School Road,HENRY,VA,24102,(540) 489-9622,Child Day Center,Conditional,45,4 years - 12 years 11 months,No
Heritage Academy,1461 Dry Fork Road,DRY FORK,VA,24549,(434) 432-8380,Child Day Center,Two Year,18,2 years 6 months - 5 years 11 months,No
Heritage Child Development Center,224 Mosby Blvd.,BERRYVILLE,VA,22611,(540) 955-4194,Child Day Center,Two Year,110,1 month - 12 years 11 months,Yes
Heritage Child Development Center - The Clubhouse,1065 West Main Street,BERRYVILLE,VA,22611,(540) 955-4194,Child Day Center,Two Year,56,5 years - 12 years 11 months,Yes
"Herndon Children's Center, Inc.","530 Huntmar Park Drive, Suite 800B",HERNDON,VA,20170,(703) 707-3737,Child Day Center,Two Year,134,3 months - 8 years 11 months,No
Herndon Community Center,814 Ferndale Avenue,HERNDON,VA,20170,(703) 435-6868,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
Herndon United Methodist Church Preschool,701 Bennett Street,HERNDON,VA,20170,(703) 435-5688,Child Day Center,Two Year,140,2 years - 6 years 11 months,No
Hidenwood School Age Program,501 Blount Point Road,NEWPORT NEWS,VA,23606,(757) 926-1400,Child Day Center,Two Year,"3:30 p - 6:30p, Monday - Friday",90,Yes
High Point Elementary School,14091 Sinking Creek Road,BRISTOL,VA,24202,(276) 645-4780,Child Day Center,Two Year,50,4 years - 12 years 11 months,Yes
Higher Horizon Day Care Center,5920 Summers Lane,FALLS CHURCH,VA,22041,(703) 820-2457,Child Day Center,Two Year,200,Birth - 5 years 11 months,No
Higher Horizons Early Head Start,"6201 Leesburg Pike, Suite 5",FALLS CHURCH,VA,22044,(571) 499-6642,Child Day Center,Two Year,48,Birth - 3 years 11 months,No
Highkicks Children's Academy-South Riding,25152 Elk Lick Road,CHANTILLY,VA,20152,(703) 327-5544,Child Day Center,Two Year,70,3 years - 12 years 11 months,Yes
